,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt,success
98244,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98245,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98246,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98247,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98248,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98249,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98250,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98251,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98252,0,1,0,1,2,3,Taliban,6,Afghanistan,1
98253,0,1,0,0,2,2,Taliban,5,Afghanistan,0
98255,0,1,0,1,7,3,Taliban,6,Afghanistan,1
98256,0,1,0,1,2,9,Taliban,13,Afghanistan,1
98257,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98258,0,1,0,0,2,7,Taliban,13,Afghanistan,0
98259,0,1,0,0,4,3,Taliban,6,Afghanistan,1
98260,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98261,0,1,0,0,2,3,Taliban,6,Afghanistan,0
98262,0,1,0,0,2,2,Taliban,5,Afghanistan,0
98263,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98264,0,1,0,0,2,7,Taliban,13,Afghanistan,0
98265,0,1,0,1,2,3,Taliban,6,Afghanistan,1
98266,0,1,0,1,2,3,Taliban,6,Afghanistan,1
98267,0,1,0,1,14,3,Taliban,6,Afghanistan,1
98268,0,1,0,1,14,3,Taliban,6,Afghanistan,1
98269,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98270,0,1,0,1,14,3,Taliban,6,Afghanistan,1
98272,0,1,0,1,2,3,Taliban,6,Afghanistan,1
98273,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98275,0,1,0,1,2,3,Taliban,6,Afghanistan,1
98277,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98278,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98279,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98280,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98281,1,1,0,-9,2,6,Taliban,13,Afghanistan,1
98282,1,1,0,-9,2,6,Taliban,13,Afghanistan,1
98283,0,1,0,1,14,3,Taliban,6,Afghanistan,1
98284,0,1,0,0,2,3,Taliban,6,Afghanistan,1
98286,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98287,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
98288,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98292,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98294,0,1,0,-9,16,9,Al-Shabaab,13,Somalia,1
98296,0,1,0,1,19,2,Al-Shabaab,5,Somalia,1
98297,1,1,0,0,2,6,Al-Shabaab,13,Somalia,1
98298,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98317,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98320,1,1,0,0,3,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98321,0,1,0,1,3,2,Taliban,5,Afghanistan,1
98322,0,1,0,-9,4,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen,1
98323,0,1,0,-9,4,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen,1
98324,0,1,0,-9,14,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen,1
98325,1,1,0,0,2,6,Taliban,13,Afghanistan,1
98327,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98328,0,1,0,-9,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98329,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98333,0,1,0,0,2,6,New People's Army (NPA),5,Philippines,1
98338,0,1,0,1,16,9,Taliban,13,Afghanistan,1
98343,0,1,0,-9,2,2,Boko Haram,5,Nigeria,1
98350,0,1,0,0,22,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
98351,0,1,0,-9,1,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98355,0,1,0,1,14,3,Taliban,6,Afghanistan,1
98356,0,1,0,1,14,3,Taliban,6,Afghanistan,1
98357,1,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98358,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98360,0,1,0,-9,8,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98362,0,1,0,0,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98363,0,1,0,0,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98364,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98365,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98373,0,1,0,-9,4,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen,1
98386,0,1,0,1,1,3,Taliban,6,Afghanistan,1
98387,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98388,0,1,0,1,2,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98389,0,1,0,1,1,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98390,0,1,0,0,4,2,New People's Army (NPA),5,Philippines,1
98397,0,1,0,1,1,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia,1
98399,0,1,0,1,2,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
98401,0,1,0,0,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,0
98402,1,1,0,0,14,6,Taliban,9,Afghanistan,1
98407,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
98408,0,1,0,0,2,1,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98409,1,1,0,-9,12,6,Taliban,13,Afghanistan,1
98410,1,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98429,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
98438,0,1,0,1,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98445,0,1,1,1,2,1,Taliban,6,Afghanistan,1
98448,0,1,0,-9,2,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,0
98460,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98461,0,1,0,-9,3,9,Taliban,13,Afghanistan,1
98472,1,1,0,0,14,6,Al-Shabaab,13,Somalia,1
98480,1,1,0,0,14,6,Al-Shabaab,13,Somalia,1
98481,0,1,0,0,14,8,Al-Shabaab,9,Somalia,1
98485,0,1,0,1,4,7,Tehrik-i-Taliban Pakistan (TTP),8,Pakistan,1
98486,0,1,0,0,17,1,Taliban,5,Afghanistan,1
98489,0,1,0,0,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98490,0,1,0,-9,3,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
98491,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
98492,0,1,0,0,2,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
98493,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98504,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98506,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98507,0,1,0,0,17,9,Tehrik-i-Taliban Pakistan (TTP),13,Pakistan,1
98508,0,1,0,0,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98512,0,1,0,1,14,3,Taliban,6,Afghanistan,1
98514,0,1,0,0,2,2,Taliban,5,Afghanistan,1
98515,0,1,0,0,2,2,Taliban,5,Afghanistan,1
98516,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98517,0,1,0,0,4,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98518,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98540,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98541,0,1,0,1,9,3,New People's Army (NPA),6,Philippines,1
98548,0,1,0,1,19,5,Communist Party of India - Maoist (CPI-Maoist),11,India,1
98549,1,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98551,0,1,0,0,8,6,National Liberation Army of Colombia (ELN),13,Colombia,1
98553,0,1,0,-9,2,1,Boko Haram,5,Nigeria,1
98554,0,1,0,1,2,1,Boko Haram,5,Nigeria,0
98567,0,1,1,1,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98571,0,1,0,1,2,3,Taliban,6,Afghanistan,1
98573,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98574,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98577,0,1,0,1,3,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
98578,0,1,0,-9,2,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
98580,0,1,0,-9,15,2,Boko Haram,5,Nigeria,1
98589,0,1,0,1,2,6,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98590,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98600,0,1,0,-9,10,6,Al-Shabaab,13,Somalia,1
98602,0,1,0,1,16,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
98603,0,1,0,1,1,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
98615,1,1,0,0,14,6,New People's Army (NPA),5,Philippines,1
98619,0,1,0,0,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98621,0,1,0,0,6,3,Taliban,6,Afghanistan,1
98631,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98632,0,1,0,0,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98644,1,1,0,-9,2,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98645,0,1,0,1,1,3,Taliban,6,Afghanistan,1
98654,0,1,0,1,2,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,0
98655,0,1,0,-9,3,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
98659,0,1,1,1,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
98663,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98670,1,1,0,0,1,6,Taliban,13,Afghanistan,1
98671,0,1,0,0,1,2,Taliban,5,Afghanistan,1
98673,0,1,0,0,17,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98674,0,1,0,0,17,2,Tehrik-i-Taliban Pakistan (TTP),9,Pakistan,1
98677,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98678,0,1,0,1,4,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98681,0,1,0,-9,4,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen,1
98690,0,1,0,-9,3,2,Boko Haram,5,Nigeria,1
98695,1,1,0,-9,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98696,0,1,0,-9,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98697,0,1,0,-9,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98700,0,1,0,1,19,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98715,0,1,0,1,8,3,Taliban,6,Afghanistan,1
98717,1,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98718,1,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98719,0,1,0,0,2,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
98721,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98722,1,1,0,0,3,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98723,1,1,0,0,3,6,Communist Party of India - Maoist (CPI-Maoist),9,India,1
98724,0,1,0,0,14,9,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98728,0,1,0,1,2,1,Taliban,6,Afghanistan,1
98734,0,1,0,-9,14,9,Boko Haram,13,Nigeria,1
98738,0,1,0,-9,2,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
98741,0,1,0,-9,2,9,Al-Shabaab,13,Somalia,1
98743,0,1,1,1,7,3,Taliban,6,Afghanistan,1
98744,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98745,1,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98746,1,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98747,1,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98748,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98753,0,1,0,0,19,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
98754,0,1,0,0,6,1,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
98756,0,1,0,0,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
98769,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98776,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98778,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98780,0,1,0,1,2,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98782,0,1,1,0,2,1,Taliban,6,Afghanistan,0
98786,0,1,0,-9,14,9,Fulani extremists,13,Nigeria,1
98791,1,1,0,0,14,2,Tehrik-i-Taliban Pakistan (TTP),9,Pakistan,1
98799,0,1,0,-9,14,2,Al-Shabaab,5,Somalia,1
98802,0,1,0,-9,14,9,Houthi extremists (Ansar Allah),13,Yemen,1
98803,1,1,0,0,3,6,Tehrik-i-Taliban Pakistan (TTP),13,Afghanistan,1
98806,0,1,0,1,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98808,0,1,0,0,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98809,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98822,0,1,0,-9,14,9,Tehrik-i-Taliban Pakistan (TTP),13,Pakistan,1
98823,0,1,0,0,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
98828,0,1,0,0,6,3,Al-Qaida in the Arabian Peninsula (AQAP),6,United Kingdom,0
98838,0,0,0,1,4,2,Taliban,6,Afghanistan,1
98841,0,1,0,0,14,6,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98842,0,1,0,0,2,2,New People's Army (NPA),5,Philippines,1
98866,0,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98867,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98870,1,1,0,0,14,6,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98871,0,1,0,0,14,2,New People's Army (NPA),5,Philippines,1
98872,0,1,0,0,14,2,New People's Army (NPA),5,Philippines,1
98877,0,1,0,1,21,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
98878,0,1,0,0,14,2,New People's Army (NPA),5,Philippines,1
98887,0,1,0,-9,10,2,Al-Shabaab,5,Somalia,1
98891,0,1,0,1,3,3,Al-Qaida in Iraq,6,Iraq,1
98892,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98893,0,1,0,1,14,3,Al-Qaida in Iraq,6,Iraq,1
98894,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98895,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98896,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98898,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98899,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98900,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98901,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98902,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98903,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98904,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98905,0,1,0,1,1,3,Al-Qaida in Iraq,6,Iraq,1
98913,1,1,0,0,3,6,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
98915,0,1,0,-9,4,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen,0
98916,1,1,0,0,3,6,Taliban,13,Afghanistan,1
98918,0,1,0,1,2,3,Taliban,6,Afghanistan,1
98919,0,1,0,0,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India,0
98920,0,1,0,-9,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98921,0,1,0,0,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98926,0,1,0,1,9,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98929,0,1,0,-9,3,8,Communist Party of India - Maoist (CPI-Maoist),9,India,1
98932,0,1,0,1,2,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
98936,0,1,0,-9,17,6,Al-Shabaab,5,Somalia,1
98939,1,1,0,0,18,6,Taliban,13,Afghanistan,1
98944,0,1,0,-9,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98945,1,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98949,0,1,1,1,15,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98951,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
98952,0,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98969,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98970,1,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98971,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98972,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98975,0,1,0,1,4,2,Taliban,5,Pakistan,1
98976,0,1,0,0,14,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
98985,0,1,0,1,20,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
98987,0,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98988,1,1,0,0,3,6,Communist Party of India - Maoist (CPI-Maoist),13,India,1
98989,0,1,0,1,8,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98990,0,1,0,1,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98991,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
98992,0,1,0,1,16,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98993,0,1,0,1,16,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
98996,0,1,0,-9,14,6,Al-Shabaab,13,Somalia,1
98997,0,1,0,-9,14,2,Al-Shabaab,5,Kenya,1
99010,0,1,0,1,2,3,Taliban,6,Afghanistan,1
99011,0,1,0,1,19,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
99012,0,1,0,1,2,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
99024,0,1,0,0,14,8,Communist Party of India - Maoist (CPI-Maoist),2,India,0
99055,0,1,0,1,14,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
99056,0,1,0,1,14,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
99057,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
99059,0,1,0,1,3,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
99060,0,1,0,1,17,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
99061,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99063,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99069,1,1,0,0,1,6,Taliban,13,Afghanistan,1
99070,0,1,0,-9,6,9,Taliban,13,Afghanistan,1
99076,0,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99077,0,1,0,1,19,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99081,0,1,0,-9,10,6,Al-Shabaab,13,Somalia,1
99095,0,1,0,0,2,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
99096,0,1,0,0,14,8,Communist Party of India - Maoist (CPI-Maoist),9,India,1
99097,1,1,0,0,8,6,Abu Sayyaf Group (ASG),13,Philippines,1
99101,0,1,0,1,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
99103,0,1,0,0,3,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,0
99110,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99114,0,1,0,1,19,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia,1
99115,0,1,0,1,3,3,National Liberation Army of Colombia (ELN),6,Colombia,1
99123,0,1,0,1,1,7,New People's Army (NPA),8,Philippines,1
99124,0,1,0,1,1,7,New People's Army (NPA),8,Philippines,1
99126,0,1,0,-9,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99137,0,1,0,-9,14,2,Boko Haram,5,Nigeria,1
99138,0,1,0,1,1,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
99139,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99142,0,1,0,1,15,7,Taliban,8,Afghanistan,1
99143,0,1,0,1,14,3,Taliban,6,Pakistan,1
99145,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99151,0,1,0,0,2,6,Taliban,13,Afghanistan,1
99153,0,1,0,1,14,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99155,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99156,0,1,0,1,19,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
99157,0,1,0,1,19,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
99158,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
99159,0,1,0,0,19,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
99169,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
99170,0,1,0,0,17,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99171,0,1,0,0,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99172,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99174,0,1,0,0,3,1,Taliban,5,Afghanistan,1
99183,0,1,0,1,14,3,Taliban,6,Afghanistan,1
99186,1,1,0,0,2,6,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
99187,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
99188,0,1,0,1,1,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia,1
99189,0,1,0,1,1,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia,1
99190,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
99193,0,1,0,-9,14,2,Al-Shabaab,5,Somalia,1
99203,0,1,0,0,14,8,Al-Shabaab,9,Somalia,1
99206,0,1,0,0,2,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
99207,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99208,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),9,India,1
99209,0,1,0,1,20,3,Communist Party of India - Maoist (CPI-Maoist),6,India,0
99210,1,1,0,0,19,2,Taliban,5,Afghanistan,1
99212,0,1,0,1,20,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99215,0,1,1,1,15,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
99216,0,1,1,1,15,1,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
99219,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,1
99232,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
99233,0,1,0,-9,1,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99236,0,1,0,1,8,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
99237,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
99239,0,1,0,1,1,9,New People's Army (NPA),13,Philippines,1
99240,0,1,1,1,14,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
99241,0,1,0,0,1,3,Taliban,6,Afghanistan,1
99243,0,1,0,0,2,1,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
99253,0,1,0,0,14,2,New People's Army (NPA),5,Philippines,1
99255,0,1,0,0,1,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99260,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99261,0,1,0,0,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99265,0,1,0,0,2,1,Taliban,5,Afghanistan,1
99269,1,1,0,0,10,6,Al-Shabaab,13,Somalia,1
99275,0,1,0,-9,3,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
99288,0,1,0,0,14,6,Revolutionary Armed Forces of Colombia (FARC),13,Colombia,1
99291,0,1,0,-9,14,2,Boko Haram,5,Nigeria,0
99292,0,1,0,0,2,2,Al-Shabaab,5,Somalia,1
99293,0,1,0,0,8,3,Taliban,6,Afghanistan,1
99294,1,1,0,0,1,2,Taliban,5,Afghanistan,1
99295,1,1,0,0,2,6,Taliban,5,Afghanistan,1
99303,0,1,0,1,2,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
99306,0,0,0,1,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
99307,0,1,0,0,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
99308,0,1,0,0,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
99309,0,1,0,0,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia,0
99310,0,1,0,1,1,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia,1
99315,0,1,0,-9,14,2,Al-Qaida in Iraq,5,Iraq,1
99322,0,1,0,0,2,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99323,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99324,0,1,0,-9,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99331,0,1,0,-9,17,2,Al-Shabaab,5,Somalia,1
99332,0,1,0,1,1,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia,1
99338,0,1,0,1,19,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
99339,0,1,0,-9,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99340,1,1,0,-9,14,6,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99341,0,1,0,-9,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
99342,0,1,0,0,14,9,Communist Party of India - Maoist (CPI-Maoist),13,India,1
99343,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
99344,0,1,0,1,1,7,Communist Party of India - Maoist (CPI-Maoist),8,India,1
99345,0,1,0,1,1,7,New People's Army (NPA),8,Philippines,1
